FIRST_SCRAPED_AT_DATE,SCRAPED_AT_DATE,VIN,HEADING,YEAR,MODEL,TRIM,MILES,PRICE,TRANSMISSION,INTERIOR_COLOR,EXTERIOR_COLOR
,2017-06-20,WP0AF2A92GS195092,2016 PORSCHE 911 R,2016,911,R,333,409900,Manual,black,white
,2017-06-20,WP0AF2A99GS192691,2016 Porsche 911 GT3 RS,2016,911,GT3 RS,2890,264991,Manual,,ultraviolet
2013-09-05,2017-06-20,WP0CB2A91CS754484,2012 Porsche 911 GTS,2012,911,Carrera GTS,38752,74950,Manual,,black
,2017-06-20,WP0CD2A93CS773211,2012 Porsche 911 Turbo Convertible,2012,911,Turbo,34259,85888,Manual,carrera red,white
2017-06-07,2017-06-20,WP0CD2A93CS773211,2012 Porsche 911 Turbo Convertible,2012,911,Turbo,34259,85888,Manual,carrera red,white
,2017-06-20,WP0CD2A97HS178532,2017 Porsche 911 Turbo,2017,911,Turbo,6336,169544,Manual,black,gt silver metallic
,2017-06-20,WP0CD2A97HS178532,2017 Porsche 911 Turbo Turbo Cabriolet,2017,911,Turbo,6336,169544,Manual,BLACK,gt silver metallic
,2017-06-20,WP0CD2A97HS178532,2017 Porsche 911 Turbo Cabriolet,2017,911,Turbo,6336,169544,Manual,,gt silver metallic
,2017-06-20,WP0CD2A97HS178532,2017 Porsche 911 Turbo,2017,911,Turbo,717,173444,Manual,black,gt silver metallic
,2017-06-20,WP0CD2A97HS178532,2017 Porsche 911 Turbo Turbo Cabriolet,2017,911,Turbo,717,173444,Manual,BLACK,gt silver metallic
,2017-06-21,WP0AA2A91GS106157,2016 Porsche 911 Carrera Coupe,2016,911,Carrera,3220,84888,Automatic,platinum gray,jet black
,2017-06-21,WP0AA2A93DS107371,2013 Porsche 911 Carrera Coupe,2013,911,Carrera,20042,66888,Manual,black,platinum silver metallic
,2017-06-21,WP0AB2A92FS124310,2015 Porsche 911 Carrera 4S,2015,911,Carrera S,17160,97000,Manual,black,rhodium silver metallic
,2017-06-21,WP0AB2A92FS124310,2015 Porsche 911 Carrera 4S Coupe,2015,911,Carrera S,17160,98500,Manual,BLACK,Rhodium Silver Metallic
,2017-06-21,WP0AB2A94ES120760,2014 Porsche 911,2014,911,Carrera S,3854,97777,Manual,black,guards red
2017-06-21,2017-06-21,WP0AB2A99FS110324,2015 Porsche 911 S,2015,911,Carrera S,23635,88898,Manual,,
,2017-06-21,WP0AD2A9XES166667,Used 2014 Porsche 911 Turbo,2014,911,Turbo,29188,121995,Manual,yachting blue,white
,2017-06-21,WP0CD2A97HS178532,2017 Porsche 911 Turbo,2017,911,Turbo,6336,169544,Manual,black,gt silver metallic
,2017-06-22,WP0AB2A92FS124310,2015 Porsche 911 2dr Cpe Carrera 4S,2015,911,Carrera S,17160,97799,Manual,,rhodium silver metallic
2017-01-08,2017-06-22,WP0AB2A95HS122098,2017 Porsche 911 S,2017,911,Carrera S,4938,124888,Manual,agate gray,miami blue
,2017-06-22,WP0AF2A92GS195092,2016 PORSCHE 911 R,2016,911,R,333,409900,Manual,black,white
,2017-06-23,WP0AB2A96CS720984,2012 Porsche 911,2012,911,Carrera 4 GTS,4925,84990,Manual,,basalt black metallic
,2017-06-23,WP0CA2A98GS141125,2016 Porsche 911,2016,911,Carrera,29102,78981,Manual,,Black
,2017-06-23,WP0CB2A90CS754170,2012 Porsche 911 Turbo S Cabriolet,2012,911,Carrera GTS,17053,89995,Manual,,black
,2017-06-23,WP0CB2A95FS154345,2015 Porsche 911,2015,911,Carrera S,11069,94991,Manual,,basalt black metallic
2017-06-20,2017-06-24,WP0AA2A90DS107778,2013 Porsche 911,2013,911,Carrera,11700,65318,Automatic,black,agate grey metallic
2017-06-24,2017-06-24,WP0AA2A98HS108389,2017 Porsche 911,2017,911,Carrera,9,113065,Manual,,carmine red
,2017-06-24,WP0AB2A91FS125612,2015 Porsche 911 Carrera S Coupe,2015,911,Carrera S,15675,88991,Manual,black,black
2017-02-19,2017-06-24,WP0AB2A91FS125612,2015 Porsche 911 Carrera S Coupe,2015,911,Carrera S,15675,92991,Manual,black,black
,2017-06-24,WP0AD2A90ES166127,Used 2014 Porsche 911 2dr Cpe Turbo S,2014,911,Turbo S,38453,119991,Manual,black,silver
,2017-06-24,WP0AD2A90HS166228,2017 Porsche 911 Turbo,2017,911,Turbo,2637,172625,Manual,leather interior in black,graphite blue metallic
,2017-06-24,WP0AD2A9XES166667,Used 2014 Porsche 911 Turbo,2014,911,Turbo,29188,121995,Manual,yachting blue,white
,2017-06-24,WP0CA2A91HS141548,2017 Porsche 911,2017,911,Carrera,3914,114954,Manual,,Night Blue
,2017-06-24,WP0CB2A96FS154743,2015 Porsche 911 Carrera S Convertible,2015,911,Carrera S,9745,92868,Manual,black,agate gray metallic
,2017-06-25,WP0AA2A91FS106707,2015 Porsche 911 Carrera,2015,911,Carrera,16207,73899,Manual,,
2013-06-14,2017-06-25,WP0AB2A93DS122868,2013 Porsche 911 Coupe,2013,911,Carrera S,22907,83888,Manual,black,black
,2017-06-25,WP0AB2A9XGS123374,Used 2016 Porsche 911 2dr Car,2016,911,Carrera GTS,4799,132888,Manual,black,lava orange
,2017-06-25,WP0AB2A9XGS123374,Used 2016 Porsche 911 2dr Car,2016,911,Carrera GTS,6322,132895,Manual,black,lava orange
,2017-06-25,WP0AC2A91FS184043,2015 Porsche 911 GT3,2015,911,GT3,2422,159000,Manual,black,pastel orange
,2017-06-25,WP0AC2A92FS184259,2015 Porsche 911 GT3,2015,911,GT3,3576,169997,Manual,black,riviera blue
,2017-06-25,WP0AD2A92GS166455,2016 Porsche 911 Turbo S,2016,911,Turbo S,7781,158944,Manual,black,jet black metallic
,2017-06-25,WP0AD2A92GS166455,2016 Porsche 911 Turbo S,2016,911,Turbo S,7781,158944,Manual,,
,2017-06-25,WP0AD2A94HS166586,2017 Porsche 911 Turbo S Coupe,2017,911,Turbo S,3850,181990,Manual,,
,2017-06-25,WP0AF2A93GS192847,2016 Porsche 911 GT3 RS,2016,911,GT3 RS,883,249995,Manual,black/silver,white
,2017-06-25,WP0CD2A97HS178532,2017 Porsche 911 Turbo,2017,911,Turbo,6336,169544,Manual,black,gt silver metallic
,2017-06-26,WP0AB2A97HS124399,"2017 Porsche 911 Carrera 4S $134,530.00 MSRP Coupe",2017,911,Carrera S,809,134530,Manual,black,black
,2017-06-26,WP0AC2A91FS184043,2015 Porsche 911 GT3,2015,911,GT3,2422,159000,Manual,black,pastel orange
,2017-06-26,WP0AC2A96ES183159,2014 Porsche 911 GT3,2014,911,GT3,18393,139950,Manual,black,white
,2017-06-26,WP0AD2A9XES166667,2014 Porsche 911 Turbo Coupe,2014,911,Turbo,29188,121995,Manual,yachting blue,white
,2017-06-26,WP0AF2A98GS192729,2016 Porsche 911 GT3 RS Coupe,2016,911,GT3 RS,1312,219998,Manual,black/lava orange,lava orange
,2017-06-27,WP0AA2A97DS107910,2013 Porsche 911 Carrera Coupe,2013,911,Carrera,16507,70534,Manual,black,black
,2017-06-27,WP0AA2A97DS107910,2013 Porsche 911 Carrera Coupe,2013,911,Carrera,16507,73679,Manual,black,black
2014-06-16,2017-06-27,WP0AB2A99ES123198,2014 Porsche 911 Carrera S Coupe,2014,911,Carrera S,2055,87899,Manual,black,
,2017-06-27,WP0AB2A9XES122920,2014 Porsche 911 Carrera 4S,2014,911,Carrera 4S,1453,98884,Manual,,
,2017-06-27,WP0AC2A98ES183499,2014 Porsche 911 GT3 Coupe,2014,911,GT3,13730,134994,Manual,black,racing yellow
,2017-06-27,WP0AC2A98ES183664,"2014 Porsche 911 GT3 991 Coupe | MESA, AZ | JBA MOTORS",2014,911,GT3,7537,129950,Manual,,
,2017-06-27,WP0AD2A90ES166127,2014 Porsche 911 Turbo S Coupe,2014,911,Turbo S,38453,119991,Manual,black,silver
2017-05-01,2017-06-27,WP0AD2A9XGS166591,2016 Porsche 911 Turbo S Coupe,2016,911,Turbo S,4654,164994,Manual,black,carrera white
2016-07-03,2017-06-27,WP0CD2A90HS178422,2017 Porsche 911 Turbo Convertible,2017,911,Turbo,5702,172991,Manual,bordeaux red,jet black
,2017-06-28,WP0AA2A93DS107533,2013 Porsche 911 Carrera Coupe,2013,911,Carrera,20095,68888,Manual,black,agate grey
2013-05-17,2017-06-28,WP0AB2A95DS122483,2013 Porsche 911 Carrera S Coupe,2013,911,Carrera S,30973,77888,Manual,black,white
,2017-06-28,WP0AB2A96FS124407,2015 Porsche 911 S,2015,911,Carrera S,15006,82995,Manual,black,black
